Parameters,Time_series,Node_history,runtime in seconds
"[20, 400, 0.04]","[  2.   6.  13.  26.  51.  91. 163. 256. 351. 392. 399. 399. 400. 400.
 400. 400. 400. 400. 400. 400.]","[ 6.  7.  6.  7.  8.  4.  5.  7. 10.  8.  9.  7.  5.  7.  7.  4.  8.  8.
  7.  7.  1.  8.  8.  8.  6.  7.  7.  1.  5.  9.  8.  3.  2.  6.  9.  8.
  9.  8.  6.  6.  6.  7.  7.  3.  7.  9.  7.  7.  8.  3.  8.  7.  5.  9.
  7.  7.  8.  9.  6.  2.  6.  8.  5.  8.  5.  5.  8.  3.  8.  8.  6. 10.
  7.  4.  3.  9.  8.  9.  7.  8.  6.  6.  4.  8.  5.  7.  8.  6.  7.  7.
  6.  4.  8.  5.  7.  8.  7.  6.  6.  6.  5.  7.  4.  8.  4.  7. 10.  6.
  6.  7.  7.  5.  8.  8.  4.  8.  6.  2.  7.  7.  7.  8.  5.  8.  7.  8.
  6.  8.  0.  4. 10.  7.  8.  6.  6.  9.  7.  9. nan  8.  6.  6.  9.  7.
  9.  7.  7.  5.  8.  8.  6.  8.  7.  7.  8.  9.  8.  6.  8.  5.  8.  3.
  4.  6.  7.  9.  8.  8.  7.  9.  5.  3.  2.  4.  6.  8.  5.  6.  8.  9.
  5.  8.  5.  5.  7.  9.  7.  9.  8.  6.  8.  7.  6.  7.  5.  6.  7.  4.
  7.  9.  6.  9.  6.  7.  8.  7.  6.  9.  8.  8.  8.  6.  9.  5.  6.  8.
  4.  5.  4.  8.  9.  7.  5.  4.  8.  6. 12.  7.  5.  5.  8.  8.  8.  8.
  4.  2.  4.  7.  6.  5.  4.  7.  9.  5.  6.  6.  6.  7.  8.  8.  8.  6.
  7.  8.  4.  6.  8. 10.  3.  3.  7.  5.  8.  7.  8.  5.  5.  9.  6.  2.
  6.  6. 10.  6.  7.  7.  6.  7.  7.  7.  6.  6.  6.  5.  9.  5.  8.  1.
  7.  8.  8.  9.  9.  8.  7.  6.  7.  6.  8.  3.  8.  6.  7.  9.  7.  9.
  5.  8.  8.  5.  6.  6.  8.  7.  7.  8.  8.  8.  7.  7.  8.  8.  7.  8.
  7.  5.  7.  3.  1.  8.  3.  9.  7.  5.  9.  4.  7.  9.  6.  7.  7.  7.
  7.  8.  9.  8.  5.  7.  6.  6.  4.  4.  7.  4.  6.  6.  5.  8.  8.  4.
  7.  8.  8.  6.  8.  4.  7.  9.  6.  6.  6.  8.  7.  8.  7.  6.  9.  7.
  6.  6.  9.  6.  8.  8.  6.  9.  8.  7.  5.  7.  9. 10.  3.  9.  7.  2.
  8.  7.  5.  7.]",0.0708780288696289
